url,label
https://www.villageofallouezwi.gov/depts/police/prescription-drug-collections/,Resources
https://www.southamptontownnypolice.gov/439/southampton-shinnecock-hills-tuckahoe-ca,Resources
https://southamptontownnypolice.gov/1702/lake-agawam--injection-well-prb-sh-villa,Not Criminal Justice Related
https://www.mass.gov/event/jlmc-17-6105-watertown-police-association-3a-hearing-open-meeting-notice-05-09-2018-2018-05-09t100000-0400-2018-05-09t170000-0400,Misc Police Activity
https://norfolkne.gov/assets/site/documentcentral/police/2021-daily-reports/blotter/090721blotter.pdf,Calls for Service
https://norfolkne.gov/assets/site/documentcentral/police/2022-daily-reports/blotter/012222blotter.pdf,Poor Data Source
https://www.coppelltx.gov/939/events-activities,Not Criminal Justice Related
https://alpha.austin.gov/es/police-oversight/temporary-suspension-of-officer-william-norrell/,Poor Data Source
https://alpha.austin.gov/police-oversight/2020-08-17-9/,Poor Data Source
https://bouldercolorado.gov/news/police-chief-maris-herold-op-ed-police-reform,Media Bulletins
https://ose.louisiana.gov/event/police-communications-officer-20/,Poor Data Source
https://www.stpaul.gov/departments/police/administration-office-chief/community-engagement-division/community-partnerships,Contact Info & Agency Meta
https://www.woburnma.gov/government/recreation/spring-summer-brochure-2018-final-copy/,Not Criminal Justice Related
https://southamptontownnypolice.gov/faq.aspx?qid=270,Contact Info & Agency Meta
https://brooklynwi.gov/open-house-brooklyn-police-dane-county-sheriffs-office-april-8-at-6pm-or-april-9-at-6pm-at-community-bldg/,Poor Data Source
https://alpha.austin.gov/en/police-oversight/documents-regarding-the-use-of-racial-profiling-in-policin/,Poor Data Source
https://ridgelandsc.gov/police-department/daily-arrest-reports-may,Arrest Records
https://www.mass.gov/doc/maldenpolicesergeant3554rtf/download,Poor Data Source
https://spdblotter.seattle.gov/2018/05/21/detective-cookies-urban-youth-chess-club-announces-kids-vs-cops-chess-rumble-tournament/,Misc Police Activity
https://alpha.austin.gov/en/police-oversight/notice-of-complaint-related-to-2022-0439/,Poor Data Source
https://delcopa.gov/planning/programsandinitiatives/commissionsandtaskforces.html,Contact Info & Agency Meta
https://coloradosprings.gov/police-department/page/cases-interest-randy-bishop,Officer Involved Shootings
https://www.wakeforestnc.gov/news/police-department-turkey-drive-continues-through-november-20,Media Bulletins
https://delcopa.gov/row/pdf/2020/informationforcouplesgettingmarriedform.pdf,Not Criminal Justice Related
https://coloradosprings.gov/police-department/article/news/traffic-fatality-3500-block-austin-bluffs,Media Bulletins
https://delcopa.gov/courts/pdf/mdjlistmuni01jan2018.pdf,Contact Info & Agency Meta
https://www.mooresville.in.gov/event/police-commission-3/,Poor Data Source
https://delcopa.gov/planning/pdf/demodata/minoritypopulation2020map.pdf,Not Criminal Justice Related
http://lafayettepolice.us/208/police-officer-lateral-entry-program,Training & Hiring Info
https://www.pleasantprairiewi.gov/news/2016_news/shop_with_a_cop__firefighter,Misc Police Activity
https://delcopa.gov/health/news/dchdtorelocatecovid19vaccinationclinics.html,Not Criminal Justice Related
https://spdblotter.seattle.gov/2018/06/01/seattle-police-officer-charged-with-assault/,Poor Data Source
https://delcopa.gov/meo/careers/forensicinvestigator.html,Not Criminal Justice Related
http://www.longbeach.gov/police/press-releases/motorcycle-safety-operation-proves-effective/,Media Bulletins
https://council.seattle.gov/2011/12/16/justice-department-findings-on-seattle-police/,Poor Data Source
https://norfolkne.gov/assets/site/documentcentral/police/2021-daily-reports/summary/110221summary.pdf,Dispatch Logs
https://www.mass.gov/doc/jlm-17-5884-city-of-quincy-and-quincy-police-patrol-officers-association-february-8-2019/download,Policies & Contracts
https://www.mass.gov/doc/2022-tewksbury-police-lieutenant-sole-assessment-employment-verification-form/download,Training & Hiring Info
https://www.newcastlewa.gov/departments/police/safe_place_program,Resources
https://www.roseville.ca.us/government/departments/police_department/crime_log/crime_log_feb_15_-_feb_28__2020,Crime Maps & Reports
https://springfield-or.gov/event/springfield-police-advisory-committee-spac-19/,Poor Data Source
https://delcopa.gov/departments/history.html,Not Criminal Justice Related
https://www.stcharlesil.gov/events/public-meetings/2018-01-08-230000/regular-meeting-board-fire-and-police-commissioners,Poor Data Source
https://www.mass.gov/doc/christine-kennedy-v-city-of-chicopee-school-dept/download,Court Cases
https://delcopa.gov/publicrelations/releases/2019/passportmonth.html,Not Criminal Justice Related
https://detroitmi.gov/departments/police-department/detroit-police-department-office-civil-rights/definitions-consent-decree,Policies & Contracts
https://delcopa.gov/publicrelations/releases/2020/delcoraterminated2.html,Not Criminal Justice Related
https://alpha.austin.gov/es/police-oversight/notice-of-complaint-related-to-2022-0376-3/,Complaints & Misconduct
http://www.lafayettepolice.us/152/animal-control,Contact Info & Agency Meta
http://www.longbeach.gov/police/press-releases/murder-2300-blk-spaulding/,Poor Data Source
https://police.greenvillesc.gov/faq.aspx?qid=443,Not Criminal Justice Related
http://www.lafayettepolice.us/2338/housing,Not Criminal Justice Related
https://norfolkne.gov/assets/site/documentcentral/police/2021-daily-reports/blotter/051521blotter.pdf,Dispatch Logs
https://www.mass.gov/doc/jlm-13-2733-city-of-beverly-and-beverly-police-superiors-association-july-29-2015/download,Policies & Contracts
http://www.lafayettepolice.us/296/compliments-concerns,Poor Data Source
http://www.longbeach.gov/police/press-releases/dui-saturation-patrol-results-1-/,Media Bulletins
https://chandlerazpd.gov/police-facilities/desert-breeze-substation/,Contact Info & Agency Meta
http://www.longbeach.gov/police/press-releases/murder---6400-block-of-coronado-avenue/,Media Bulletins
https://delcopa.gov/vote/pdf/2022/p2022-write-in-cumulation-request.pdf,Not Criminal Justice Related
https://www.roseville.ca.us/government/departments/police_department/crime_log/crime_log_oct_03_-_oct_16__2020,Crime Maps & Reports
https://www.clarkstown.gov/police/child-safety-seats/,Media Bulletins
https://detroitmi.gov/departments/police-department/abandoned-vehicle,Policies & Contracts
http://www.lafayettepolice.us/1879/water-tips,Not Criminal Justice Related
https://springfield-or.gov/copy-of-springfield-police-seeking-community-input-via-online-survey/,Poor Data Source
https://hollister.ca.gov/government/city-departments/police/social-networking/,Contact Info & Agency Meta
https://www.antioch.il.gov/wpfb-file/03-10-17-police-and-fire-agenda-pdf-3/,Poor Data Source
https://www.mass.gov/doc/anderson-deborah-v-boston-police-department-71510/download,Court Cases
https://spdblotter.seattle.gov/2012/08/28/two-arrested-for-trying-to-pimp-undercover-cops-at-westlake/,Media Bulletins
http://lafayettepolice.us/340/guard-rail-repair-replacement,Not Criminal Justice Related
https://chandlerazpd.gov/2013/07/prescription-medication-drop-boxes-now-accessible-in-all-chandler-police-stations/,Media Bulletins
https://www.mass.gov/doc/2022-dalton-police-sergeant-sole-assessment-center-examination-employment-verification-form/download,Training & Hiring Info
https://southamptontownnypolice.gov/775/county-road-39-corridor,Not Criminal Justice Related
https://www.stcharlesil.gov/news/2018/07/25/police-bike-patrol-unit-patrols-where-cars-can%e2%80%99t,Poor Data Source
https://www.elburn.il.us/event/board-of-police-commissioners-2022-09-22/,Poor Data Source
https://www.montebelloca.gov/departments/police/divisions/patrol/district_policing,Contact Info & Agency Meta
https://www.mass.gov/doc/randolph-covered-police-firefighterpdf/download,Poor Data Source
https://brookfieldil.gov/village-manager-selects-new-police-chief/petrak-press-release/,Media Bulletins
https://delcopa.gov/courts/judges/pileggi.html,Poor Data Source
https://pittsburghpa.gov/files/police/orders/ch4/43-10.01-juvenile-policy-legal-mandates-regarding-child-abuse.pdf,Poor Data Source
https://www.providenceri.gov/hr/wellness/cop-manage-anxiety-9-11/,Poor Data Source
https://spdblotter.seattle.gov/2017/01/07/police-respond-to-three-fatal-heroin-overdoses-remind-public-of-good-samaritan-law/,Media Bulletins
https://champaignil.gov/2012/05/14/police-respond-to-weapon-call-central-high-school-610-w-university-ave/,Media Bulletins
https://www.ci.plymouth.mi.us/services/police,Poor Data Source
https://alpha.austin.gov/es/police-oversight/notice-of-complaint-related-to-2022-0202/,Poor Data Source
https://www.rentonwa.gov/city_hall/police/police_services/special_operations,Contact Info & Agency Meta
https://alpha.austin.gov/es/police-oversight/2020-06-05-13/,Poor Data Source
https://dagsboro.delaware.gov/ngg_tag/new-police-cars/,Poor Data Source
https://norfolkne.gov/government/departments/police-division/press-releases/may-13th-press-release.html,Media Bulletins
https://www.coppelltx.gov/faq.aspx?qid=106,Not Criminal Justice Related
https://police.bixbyok.gov/faq.aspx?qid=83,Resources
https://beaumonttexas.gov/beaumont-police-arrest-3-for-aggravated-sexual-assault-aggravated-robbery-and-aggravated-kidnapping-1155-ih-10-n/,Poor Data Source
https://police.crystalmn.gov/police/services/request_a_report,Records Request Info
https://www.southamptontownnypolice.gov/608/animal-control,Not Criminal Justice Related
https://www.mass.gov/doc/unit-5-cops-salary-chart-effective-742021/download,Poor Data Source
https://www.fortworthtexas.gov/departments/police/events/police-chief-finalist,Poor Data Source
https://www.antioch.il.gov/wpfb-file/police-blotter-02-01-21-to-02-07-21-pdf/,Arrest Records
http://www.cityofpataskalaohio.gov/cop_people/tom-lee/,Not Criminal Justice Related
https://hutchinsonmn.gov/document_category/police/,Poor Data Source
https://www.mass.gov/doc/gardnerpolicesergeant2119rtf/download,Training & Hiring Info
https://www.ci.oakley.ca.us/police-accident-reports/,Accident Reports
https://delcopa.gov/jdboard/index.html,Contact Info & Agency Meta
https://barnegatpolice.us/wpdmpro-sitemap.xml,Poor Data Source
https://www.ci.san-bernardino.ca.us/city_hall/police_department/over_100_years_of_service/historical_photos,Not Criminal Justice Related
https://delcopa.gov/council/2018minutes/103118minutes.pdf,Not Criminal Justice Related
http://www.longbeach.gov/police/press-releases/civilian-employee-arrested/,Media Bulletins
"https://norfolkne.gov/government/departments/police-division/press-releases/february-14,-2022-press-release.html",Media Bulletins
https://www.southamptontownnypolice.gov/faq.aspx?qid=138,Training & Hiring Info
https://www.bedminster.us/government/police/vision__mission___core_values/body_camera,Poor Data Source
https://www.mass.gov/doc/tavares-bruce-v-fall-river-police-department-51707/download,Court Cases
https://delcopa.gov/vote/pdf/2021/delco-boe-meeting-notice_certification-municipal-primary-results_6-7-2021.pdf,Not Criminal Justice Related
https://delcopa.gov/sheriff/pdf/list1.pdf,Not Criminal Justice Related
http://www.lafayettepolice.us/3469/gis-zoning-maps,Resources
https://www.east-windsor.nj.us/police-athletic-league,Misc Police Activity
http://www.longbeach.gov/police/press-releases/murder2/,Media Bulletins
https://www.tukwilawa.gov/departments/police/annual-reports/pd-2004report/,Poor Data Source
https://www.stpaul.gov/departments/police/administration-office-chief/community-engagement-division/special-events-application-sppd,Not Criminal Justice Related
https://www.lynchburgvapolice.gov/wp-content/uploads/2021/06/lpd-seal-e1662580813573.png,Poor Data Source
https://alpha.austin.gov/en/health-safety/accountability-and-transparency-in-policing/police-feedback-and-records/citations-for-summary-of-policy-language-recommendations/,Poor Data Source
https://detroitmi.gov/departments/police-department/detroit-police-department-shield-program/detroit-police-shield-partners,Contact Info & Agency Meta
https://www.mass.gov/info-details/audit-of-the-office-for-refugees-and-immigrants-objectives-scope-and-methodology,Not Criminal Justice Related
https://delcopa.gov/dropbox/,Not Criminal Justice Related
https://delcopa.gov/sustainability/presentations/22/06ruthabbe.pptx,Not Criminal Justice Related
http://www.longbeach.gov/police/press-releases/public-s-help-needed-in-hit-and-run-investigation/,Media Bulletins
https://takomaparkmd.gov/government/police/covid-19-info-resources/,Not Criminal Justice Related
https://www.southamptontownnypolice.gov/faq.aspx?qid=259,Not Criminal Justice Related
https://norfolkne.gov/assets/site/documentcentral/police/2022-daily-reports/arrests/092322arrests.pdf,Poor Data Source
http://www.lafayettepolice.us/456/special-events,Not Criminal Justice Related
https://norfolkne.gov/assets/site/documentcentral/police/2021-daily-reports/summary/082621summary.pdf,Daily Activity Logs
https://www.mass.gov/doc/handout-for-the-may-24-2018-design-public-hearing-in-chicopee/download,Not Criminal Justice Related
https://oceancitymd.gov/oc/ocean-city-police-sergeant-retires-after-27-years-of-service/,Media Bulletins
https://delcopa.gov/sustainability/commission/meetingminutes/sustainabilitycommissionkick-offmeetingminutesoct2020.pdf,Poor Data Source
https://delcopa.gov/publicrelations/publicrelations/releases/2020/herobowlboard.html,Poor Data Source
https://www.roseville.ca.us/government/departments/police_department/divisions/police_explorers,Resources
https://www.osc.state.ny.us/state-agencies/payroll-bulletins/state-police/sp-130-2010-state-police-expertise-pay,Media Bulletins
https://norfolkne.gov/assets/site/documentcentral/police/2022-daily-reports/summary/080822summary.pdf,Poor Data Source
https://www.antioch.il.gov/wpfb-file/10-22-13-police-and-fire-agenda-pdf-3/,Poor Data Source
https://norfolkne.gov/assets/site/documentcentral/police/2022-daily-reports/blotter/053022blotter.pdf,Poor Data Source
https://www.lynchburgvapolice.gov/news-updates/homicide-1100-blk-of-15th-street/,Media Bulletins
https://www.antioch.il.gov/wpfb-file/04-19-16-police-pension-agenda-pdf/,Media Bulletins
https://delcopa.gov/publicrelations/releases/2020/pdf/citizencorpsorienationfeb21.pdf,Not Criminal Justice Related
https://piedmont.ca.gov/services___departments/police/transparency_portal/training_materials,Policies & Contracts
https://police.birminghamal.gov/command-staff/lieutenant-richard-haluska/,Contact Info & Agency Meta
https://cityofgulfbreeze.us/staff/police-general/,Contact Info & Agency Meta
https://southamptontownnypolice.gov/1151/sustainability---transportation,Not Criminal Justice Related
https://spdblotter.seattle.gov/2014/07/02/ive-got-a-pistol-too-man-tells-police-before-officer-involved-shooting/,Media Bulletins
https://www.southamptontownnypolice.gov/137/town-council-office,Not Criminal Justice Related
https://spdblotter.seattle.gov/2008/10/02/seattle-police-investigate-possible-attempt-abduction/,Media Bulletins
https://sanfordfl.gov/wp-content/uploads/2020/07/police_employment.jpg,Poor Data Source
https://harrington.delaware.gov/links-forms/citizens-police-academy-flyer/,Poor Data Source
https://spdblotter.seattle.gov/2013/07/23/police-investigating-gunfire-in-rainier-beach/,Media Bulletins
https://chandlerazpd.gov/2013/01/chandler-police-explorers-host-competition-2/,Media Bulletins
https://dps.georgia.gov/job-vacancy-announcement-georgia-capitol-police-officer-four-positions-0,Media Bulletins
http://www.longbeach.gov/police/press-releases/murder-investigation6/,Media Bulletins
https://southamptontownnypolice.gov/722/great-east-end-cleanup---2022,Poor Data Source
http://www.ryepolice.us/parking/attachment/parkingappeal-2,Resources
https://www.roseville.ca.us/government/departments/electric_utility/about_us/building_and_renovation_copy/request_for_proposal_archived,Poor Data Source
https://www.knoxvilletn.gov/archived_news_stories/2009/knoxville_police_prepared_for_holiday_traffic,Media Bulletins
https://coloradosprings.gov/police-department/article/news/colorado-springs-police-departments-k9-zev,Media Bulletins
https://beaumonttexas.gov/beaumont-police-investigating-homicide-4300-woodlawn/,Poor Data Source
https://delcopa.gov/sustainability/pdf/raise/trailplanappendixe.pdf,Poor Data Source
https://www.mass.gov/doc/chaves-david-v-boston-police-department-related-superior-court-order-42711/download,Court Cases
https://www.ci.vallejo.ca.us/our_city/departments_divisions/police_department,Contact Info & Agency Meta
https://www.mass.gov/doc/shackford-michael-v-boston-police-department-72414/download,Court Cases
https://norfolkne.gov/assets/site/documentcentral/police/2022-daily-reports/blotter/041422blotter.pdf,Poor Data Source
https://www.ci.san-bernardino.ca.us/city_hall/police_department/emergency_management/cert/cert_basic_training,Not Criminal Justice Related
https://beaumonttexas.gov/beaumont-police-investigating-aggravated-robbery-2568-college/,Poor Data Source
https://police.crystalmn.gov/police/community_outreach/run_for_leo,Misc Police Activity
https://wyoming.delaware.gov/wp-content/uploads/sites/33/nggallery/3rd-annual-wyoming-police-department-fishing-derby/p1010878.jpg,Not Criminal Justice Related
http://www.longbeach.gov/police/press-releases/robbery-suspects-arrestd-and-charged/,Media Bulletins
https://www.huntsvilleal.gov/huntsville-police-launch-summer-slowdown-campaign/,Media Bulletins
https://ose.louisiana.gov/event/supervisor-of-police-records/,Poor Data Source
https://alpha.austin.gov/es/police-oversight/2021-03-05-7/,Poor Data Source
https://alpha.austin.gov/police-oversight/formal-complaint-follow-up-investigations/,Poor Data Source
http://www.ryepolice.us/logs/police-logs-for-4-8-20-4-15-20,Daily Activity Logs
http://www.longbeach.gov/police/press-releases/robbery-suspect-arrested-and-charges-filed/,Media Bulletins
https://delcopa.gov/ich/resources/healthclinics.html,Not Criminal Justice Related
https://www.mass.gov/doc/revocation-establishment-and-merging-of-police-promotional-eligible-lists-4/download,Policies & Contracts
https://champaignil.gov/tag/coffee-with-a-cop/,Misc Police Activity
https://coloradosprings.gov/police-department/article/news/update-attempted-homicide-4300-block,Media Bulletins
https://www.sanramon.ca.gov/our_city/departments_and_divisions/police/srpd_calendar,Poor Data Source
https://alpha.austin.gov/es/police-oversight/notice-of-complaint-related-to-2022-0765/,Poor Data Source
https://delcopa.gov/publicrelations/releases/2021/covid_vaccinebooster.html,Media Bulletins
https://ridgelandsc.gov/police-department/daily-crime-reports-may,Crime Maps & Reports
https://alpha.austin.gov/police-oversight/formal-complaints-de-escalation-of-potential/,Poor Data Source
https://delcopa.gov/courts/pdf/emergencyjudicialorders/fourthorderextendingstayofresidentialpropertyejectment.pdf,Court Cases
https://delcopa.gov/publicrelations/releases/2020/councilreforms.html,Not Criminal Justice Related
http://www.longbeach.gov/police/press-releases/robbery-suspect-arrested---charges-filed/,Media Bulletins
https://champaignil.gov/tag/champaign-police-officers/,Poor Data Source
https://www.osc.state.ny.us/state-agencies/payroll-bulletins/state-police/sp-25-fitness-payment,Media Bulletins
https://delcopa.gov/planning/pdf/applicationforact247review.pdf,Not Criminal Justice Related
http://www.police.wallingfordct.gov/divisions/,Contact Info & Agency Meta
http://lafayettepolice.us/3391/census-2020,Not Criminal Justice Related
https://mattoon.illinois.gov/government/police-department/police-officer-hiring/,Training & Hiring Info
https://www.elburn.il.us/village-staff-directory/name/police-and-fire-emergencies/,Poor Data Source
http://lafayettepolice.us/3469/gis-zoning-maps,Not Criminal Justice Related
https://www.antioch.il.gov/event/police-and-fire-commission/,Poor Data Source
http://www.rocklin.ca.us/news/rocklin-appoints-police-chief-chad-butler-interim-city-manager,Media Bulletins
https://www.rentonwa.gov/city_hall/police/administrative_services/community_programs/renton_police_safe_place,Resources
https://police.greenvillesc.gov/1757/reserve-a-conference-room,Not Criminal Justice Related
https://cheswold.delaware.gov/cheswold-police-department-crime-statistics/march-16-activity-report/,Incident Reports
https://alpha.austin.gov/police-oversight/formal-complaint-acts-bringing-discredit-4/,Poor Data Source
https://coloradosprings.gov/police-department/page/colorado-springs-police-cadet-program-0,Resources
https://delcopa.gov/employment/jobpostings/dba.html,Not Criminal Justice Related
https://champaignil.gov/2020/08/18/chief-of-police-anthony-cobb-issues-statement-regarding-vandalism-of-champaign-police-department/,Media Bulletins
https://champaignil.gov/police/news-data/police-body-cameras/,Media Bulletins
https://biloxi.ms.us/podcast/meet-biloxi-police-fire-at-a-fun-event/,Poor Data Source
https://delcopa.gov/planning/planningeducation.html,Not Criminal Justice Related
https://www.arlingtonva.us/government/programs/housing/housing-arlington-latest-news/county-board-reviews-scope-and-charge-for-missing-middle-housing-study,Not Criminal Justice Related
http://lafayettepolice.us/1693/fountain-plaza-and-sculptures,Not Criminal Justice Related
https://alpha.austin.gov/es/police-oversight/notice-of-complaint-related-to-2022-0716/,Poor Data Source
https://sanramon.ca.gov/our_city/departments_and_divisions/police/community_programs/youth_services/police_explorers,Misc Police Activity
http://lafayettepolice.us/455/aquatics,Not Criminal Justice Related
http://police.portlandmaine.gov/396/tickets,Contact Info & Agency Meta
https://www.normanok.gov/public-safety/police-department/divisions/investigations/registered-offenders,Resources
https://delcopa.gov/vote/pdf/2021/delcoboardelections_meeting_legalnotice_0407-2021.pdf,Not Criminal Justice Related
https://www.mooresville.in.gov/event/mpd-police-commission-meeting-3/,Poor Data Source
https://coloradosprings.gov/city-council/article/public-notice/police-cso-graduation,Media Bulletins
https://www.coppelltx.gov/340/get-involved,Resources
https://alpha.austin.gov/es/police-oversight/2020-08-14-3/,Poor Data Source
https://www.knoxvilletn.gov/archived_news_stories/2010/knoxville_police_prepared_for_increase_of_holiday_,Media Bulletins
http://www.lafayettepolice.us/faq.aspx?qid=142,Not Criminal Justice Related
https://police.kingstontn.gov/events/categories/,Poor Data Source
https://www.plymouthmi.gov/government/departments/police/preliminary_breath_tests,Contact Info & Agency Meta
https://www.minneapolismn.gov/government/departments/police/professional-standards/discipline-matrix/,Policies & Contracts
